"Fecha (UTC)","Id. de solicitud","Agente de usuario","Id. de correlación","Id. de usuario","Usuario","Nombre de usuario","Tipo de usuario","Tipo de acceso entre inquilinos","Tipo de token entrante","Protocolo de autenticación","Identificador de token único","Método de transferencia original","Tipo de credencial de cliente","Protección de token: sesión de inicio de sesión","Aplicación","Id. de aplicación ","Recurso","Id. de recurso ","Id. de inquilino de recursos","Id. de inquilino inicial","Nombre del inquilino inicial","Dirección IP","Ubicación","Estado","Código de error de inicio de sesión","Motivo del error","Aplicación cliente","Id. de dispositivo","Explorador","Sistema operativo","Conforme","Administrada","Tipo de unión","Resultado de la autenticación multifactor","Método de autenticación de la autenticación multifactor","Detalle de autenticación de la autenticación multifactor","Requisito de autenticación","Identificador de inicio de sesión","Dirección IP (vista por recurso)","Mediante Acceso global seguro","Dirección IP de Acceso global seguro","Número de sistema autónomo","Marcado para revisión","Tipo de emisor de tokens","Tipo de token entrante","Nombre del emisor de tokens","Latencia","Acceso condicional","Tipo de identidad administrada","Id. del recurso asociado","Id. de token federado","Emisor de token federado"
"2024-05-25T06:02:19Z","6f5ad25f-d6f1-4e9c-b65a-db362cbb9100","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","89d29459-620c-4611-9b1d-f87fa605bf65","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","X9Jab_HWnE62Wts2LLuRAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","13.71.38.100","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","153","No aplicada","Ninguno","","",""
"2024-05-25T06:02:19Z","e7a2c350-a9c1-4c28-83e8-771c3fbc9500","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","09f6369d-59db-4604-a337-feaa2aac0fa9","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","UMOi58GpKEyD6HccP7yVAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","13.71.38.100","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","504","No aplicada","Ninguno","","",""
"2024-05-25T05:12:32Z","04affd7f-d282-44e6-bdb5-5915c1ec0a00","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","2a539aba-6fb2-4830-ae68-ac1845cd9260","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","f_2vBILS5kS9tVkVwewKAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","104.234.140.12","Tokyo, Tokyo, JP","Error","50053","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Explorador","","Firefox 105.0","Windows10","false","false","","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://docs.microsoft.com/azure/active-directory/identity-protection/howto-unblock-user","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","396356","false","Microsoft Entra ID","Ninguno","","880","No aplicada","Ninguno","","",""
"2024-05-25T04:45:45Z","298ea1ed-90ac-464a-8c62-8716b0dbd000","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","fd02f210-e6da-4f53-9555-09bbc836323e","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","7aGOKayQSkaMYocWsNvQAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","104.234.140.19","Tokyo, Tokyo, JP","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","396356","false","Microsoft Entra ID","Ninguno","","165","No aplicada","Ninguno","","",""
"2024-05-25T03:07:35Z","d0371de5-f9c1-4a77-9987-06e693f3ba00","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","29c972b7-651a-4362-bc63-6263ba82b6c0","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","5R030MH5d0qZhwbmk_O6AA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","13.71.38.100","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","146","No aplicada","Ninguno","","",""
"2024-05-25T03:07:04Z","b1ff9f6d-e959-4778-af73-960ea64b0700","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","7d1e1765-caf3-4e5a-a7e5-451cdf22c5b4","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","bZ__sVnpeEevc5YOpksHAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","13.71.38.100","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","247","No aplicada","Ninguno","","",""
"2024-05-25T01:43:12Z","c32a3333-fe99-4bb7-9a78-0a66e4dfbb00","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","bc6420f7-aa87-46b4-bdd7-1fc51d8dbde8","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","MzMqw5n-t0uaeApm5N-7AA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","4.240.124.226","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","127","No aplicada","Ninguno","","",""
"2024-05-25T01:43:11Z","b177d533-501e-4302-b1dc-749395e8b000","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","5c423e07-b6e5-4726-8df5-e2d87762d2ad","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","M9V3sR5QAkOx3HSTleiwAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","4.240.124.226","Pune, Maharashtra, IN","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","8075","false","Microsoft Entra ID","Ninguno","","149","No aplicada","Ninguno","","",""
"2024-05-25T00:08:00Z","7b210229-a174-4fad-bb75-59b58cea0300","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","7d5ff320-db08-4422-b0ec-24abc04f37eb","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","KQIhe3ShrU-7dVm1jOoDAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","185.166.163.221","Tyumen', Tyumenskaya Oblast', RU","Error","50126","Error validating credentials due to invalid username or password.","Explorador","","Firefox 105.0","Windows10","false","false","","The user didn't enter the right credentials.  It's expected to see some number of these errors in your logs due to users making mistakes.","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","47913","false","Microsoft Entra ID","Ninguno","","367","No aplicada","Ninguno","","",""
"2024-05-25T00:08:00Z","b80ceb69-a0e4-49aa-8050-642dfa36ae00","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","eea8f351-29d2-43ac-a2a0-88276255ff1b","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","aesMuOSgqkmAUGQt-jauAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","95.182.126.251","Zelenograd, Moskva, RU","Error","50053","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Explorador","","Firefox 105.0","Windows10","false","false","","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://docs.microsoft.com/azure/active-directory/identity-protection/howto-unblock-user","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","35048","false","Microsoft Entra ID","Ninguno","","192","No aplicada","Ninguno","","",""
"2024-05-24T21:25:07Z","a08497b4-26d6-4e1a-b0a4-04ba723c6500","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","82b56a19-a8a7-4851-8ca5-ee71d37cfbd2","8c882237-3bf9-4ba8-9a55-619b30033b69","Isaiah Langer","isaiahl@2nvpmn.onmicrosoft.com","member","none","none","none","tJeEoNYmGk6wpAS6cjxlAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","104.234.140.11","Tokyo, Tokyo, JP","Error","50053","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Explorador","","Firefox 105.0","Windows10","false","false","","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://docs.microsoft.com/azure/active-directory/identity-protection/howto-unblock-user","","","Autenticación de factor único","isaiahl@2nvpmn.onmicrosoft.com","","false","","396356","false","Microsoft Entra ID","Ninguno","","113","No aplicada","Ninguno","","",""
"2024-05-24T08:30:09Z","d2be47ba-5de1-441e-aaf8-764c09fe9500","","2724bb09-777b-4c10-a3fa-b389b746b520","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","uke-0uFdHkSq-HZMCf6VAA","none","none","unbound","Office UWP PWA","0ec893e0-5785-4de6-99da-4ed124e5296c","OfficeHome","4765445b-32c6-49b0-83e6-1d93765276ca","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","66.29.138.178","Los Angeles, California, US","Error","50053","Sign-in was blocked because it came from an IP address with malicious activity","Aplicaciones móviles y clientes de escritorio","","","Windows10","false","false","","","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","22612","false","Microsoft Entra ID","Ninguno","","158","No aplicada","Ninguno","","",""
"2024-05-24T04:57:14Z","086a3fec-0fd9-48a3-a8bc-88eb99189700","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:105.0) Gecko/20100101 Firefox/105.0","3e40f572-5e4e-494c-b2b8-a885094d7fad","44450da8-5f10-4b60-8dd1-448313469fe2","Joni Sherman","jonis@2nvpmn.onmicrosoft.com","member","none","none","none","7D9qCNkPo0iovIjrmRiXAA","none","none","unbound","Azure Portal","c44b4083-3bb0-49c1-b47d-974e53cbdf3c","Windows Azure Service Management API","797f4846-ba00-4fd7-ba43-dac1f8f63013","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","6a209b9b-6dd4-4fdc-8e7f-f9c6cd892488","","104.234.140.5","Tokyo, Tokyo, JP","Error","50053","The account is locked, you've tried to sign in too many times with an incorrect user ID or password.","Explorador","","Firefox 105.0","Windows10","false","false","","This error can be returned for two reasons - the sign in could have come from a malicious IP address, or the account was locked due to repeated sign-in attempts. Only one error code is used to prevent an attacker from distinguishing between the states. In your Azure AD tenant, you can distinguish between these states by looking at the specific sign-in log entry for this request. For accounts locked for too many attempts, see https://docs.microsoft.com/azure/active-directory/identity-protection/howto-unblock-user","","","Autenticación de factor único","jonis@2nvpmn.onmicrosoft.com","","false","","396356","false","Microsoft Entra ID","Ninguno","","211","No aplicada","Ninguno","","",""
